SKU;Product Name;link;amazon_title;match_confidence;status;error_message
iPadAir1120255G8R128Stl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1120255G8R256Stl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1120255G8R512Stl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 512GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R128Stl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R1TBStl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 1TB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R256Stl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R512Stl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 512GB, Starlight) - Brand New;;;;0;no_match;
iPadAir112025WF8R128Stl-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir112025WF8R1TBPrp-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 1TB, Purple) - Brand New;;;;0;no_match;
iPadAir112025WF8R1TBStl-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 1TB, Starlight) - Brand New;;;;0;no_match;
iPadAir112025WF8R256Prp-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 256GB, Purple) - Brand New;;;;0;no_match;
iPadAir112025WF8R256Stl-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir132025WF8R128Prp-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 128GB, Purple) - Brand New;;;;0;no_match;
iPadAir132025WF8R128Stl-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir132025WF8R1TBPrp-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 1TB, Purple) - Brand New;;;;0;no_match;
iPadAir132025WF8R1TBStl-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 1TB, Starlight) - Brand New;;;;0;no_match;
iPadAir132025WF8R256Prp-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 256GB, Purple) - Brand New;;;;0;no_match;
iPadAir132025WF8R256Stl-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir132025WF8R512Prp-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 512GB, Purple) - Brand New;;;;0;no_match;
iPadAir132025WF8R512Stl-AU;Apple iPad Air 2025 Wifi 13" (8GB RAM, 512GB, Starlight) - Brand New;;;;0;no_match;
iPadPro20245G16R1TBSlv-AU;Apple iPad Pro 2024 5G 11" (16GB RAM, 1TB, Silver) - Brand New;;;;0;no_match;
iPadPro20245G16R2TBSlv-AU;Apple iPad Pro 2024 5G 11" (16GB RAM, 2TB, Silver) - Brand New;;;;0;no_match;
iPadPro20245G8R256Slv-AU;Apple iPad Pro 2024 5G 11" (8GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPadPro20245G8R512Slv-AU;Apple iPad Pro 2024 5G 11" (8GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPadPro2024135G16R1TBSlv-AU;Apple iPad Pro 2024 5G 13" (16GB RAM, 1TB, Silver) - Brand New;;;;0;no_match;
iPadPro2024135G16R2TBSlv-AU;Apple iPad Pro 2024 5G 13" (16GB RAM, 2TB, Silver) - Brand New;;;;0;no_match;
iPadPro2024135G8R256Slv-AU;Apple iPad Pro 2024 5G 13" (8GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPadPro2024135G8R512Slv-AU;Apple iPad Pro 2024 5G 13" (8GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPadPro2024WF16R1TBSlv-AU;Apple iPad Pro 2024 Wifi 11" (16GB RAM, 1TB, Silver) - Brand New;;;;0;no_match;
iPadPro2024WF16R2TBSlv-AU;Apple iPad Pro 2024 Wifi 11" (16GB RAM, 2TB, Silver) - Brand New;;;;0;no_match;
iPadPro2024WF8R256Slv-AU;Apple iPad Pro 2024 Wifi 11" (8GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPadPro2024WF8R512Slv-AU;Apple iPad Pro 2024 Wifi 11" (8GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPadPro202413WF16R1TBSlv-AU;Apple iPad Pro 2024 Wifi 13" (16GB RAM, 1TB, Silver) - Brand New;;;;0;no_match;
iPadPro202413WF16R2TBSlv-AU;Apple iPad Pro 2024 Wifi 13" (16GB RAM, 2TB, Silver) - Brand New;;;;0;no_match;
iPadPro202413WF8R256Slv-AU;Apple iPad Pro 2024 Wifi 13" (8GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPadPro202413WF8R512Slv-AU;Apple iPad Pro 2024 Wifi 13" (8GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPhn168R256Blk-AU;Apple iPhone 16 5G (8GB RAM, 256GB, Black) - Brand New;;;;0;no_match;
iPhn168R256Pnk-AU;Apple iPhone 16 5G (8GB RAM, 256GB, Pink) - Brand New;;;;0;no_match;
iPhn168R256Tel-AU;Apple iPhone 16 5G (8GB RAM, 256GB, Teal) - Brand New;;;;0;no_match;
iPhn168R256Ult-AU;Apple iPhone 16 5G (8GB RAM, 256GB, Ultramarine) - Brand New;;;;0;no_match;
iPhn168R256Wht-AU;Apple iPhone 16 5G (8GB RAM, 256GB, White) - Brand New;;;;0;no_match;
iPhn168R512Pnk-AU;Apple iPhone 16 5G (8GB RAM, 512GB, Pink) - Brand New;;;;0;no_match;
iPhn16Pls8R128Blk-AU;Apple iPhone 16 Plus 5G (8GB RAM, 128GB, Black) - Brand New;;;;0;no_match;
iPhn16Pls8R128Pnk-AU;Apple iPhone 16 Plus 5G (8GB RAM, 128GB, Pink) - Brand New;;;;0;no_match;
iPhn16Pls8R128Tel-AU;Apple iPhone 16 Plus 5G (8GB RAM, 128GB, Teal) - Brand New;;;;0;no_match;
iPhn16Pls8R128Ult-AU;Apple iPhone 16 Plus 5G (8GB RAM, 128GB, Ultramarine) - Brand New;;;;0;no_match;
iPad112025WF6R256Ylw-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 256GB, Yellow) - Brand New;;;;0;no_match;
iPadAir1120255G8R256Stl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R128Stl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1320255G8R256Stl-AU;Apple iPad Air 2025 5G 13" (8GB RAM, 256GB, Starlight) - Brand New;;;;0;no_match;
iPadAir112025WF8R128Stl-AU;Apple iPad Air 2025 Wifi 11" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
CanEOS2000DBodyBlk-PRT-AU;Canon EOS 2000D Body Digital SLR Camera Black - Brand New;;;;0;no_match;
Can2000D18-55IIIPRT-AU;Canon EOS 2000D Kit EF-S 18-55mm f/3.5-5.6 DC III Digital SLR Camera - Brand New;;;;0;no_match;
CanEOS250DBodyKitBBlk-PRT-AU;Canon EOS 250D Body Only Kit Box Black Digital Cameras - Brand New;;;;0;no_match;
Can250D18-55BlkPRT-AU;Canon EOS 250D Kit 18-55 STM Black - Brand New;;;;0;no_match;
CanEOSR1Bod-AU;Canon EOS R1 Mirrorless Camera Body Only - Brand New;;;;0;no_match;
CanEOSR1018150AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-150mm Lens) With Adapter - Brand New;;;;0;no_match;
CanEOSR101845AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-45mm Lens) With Adapter - Brand New;;;;0;no_match;
CanEOSR10Bod-AU;Canon EOS R10 Mirrorless Camera Body Only - Brand New;;;;0;no_match;
CanEOS2000DBodyBlk-PRT-AU;Canon EOS 2000D Body Digital SLR Camera Black - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
Can2000D18-55IIIPRT-AU;Canon EOS 2000D Kit EF-S 18-55mm f/3.5-5.6 DC III Digital SLR Camera - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
CanEOS250DBodyKitBBlk-PRT-AU;Canon EOS 250D Body Only Kit Box Black Digital Cameras - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
Can250D18-55BlkPRT-AU;Canon EOS 250D Kit 18-55 STM Black - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
CanEOSR1Bod-AU;Canon EOS R1 Mirrorless Camera Body Only - Brand New;https://www.amazon.com.au/dp/B0BYHHMFY6;;EOS R8 Mirrorless Camera Body Only;0.5;matched;
CanEOSR1018150AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-150mm Lens) With Adapter - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
CanEOSR101845AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-45mm Lens) With Adapter - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
CanEOSR10Bod-AU;Canon EOS R10 Mirrorless Camera Body Only - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
CanEOS2000DBodyBlk-PRT-AU;Canon EOS 2000D Body Digital SLR Camera Black - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
Can2000D18-55IIIPRT-AU;Canon EOS 2000D Kit EF-S 18-55mm f/3.5-5.6 DC III Digital SLR Camera - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
CanEOS250DBodyKitBBlk-PRT-AU;Canon EOS 250D Body Only Kit Box Black Digital Cameras - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
Can250D18-55BlkPRT-AU;Canon EOS 250D Kit 18-55 STM Black - Brand New;https://www.amazon.com.au/dp/B07B1B265L;736.3;EOS 2000D DSLR Camera and EF-S 18-55 mm f/3.5-5.6 is II Lens - Black;0.5;matched;
CanEOSR1Bod-AU;Canon EOS R1 Mirrorless Camera Body Only - Brand New;https://www.amazon.com.au/dp/B0BYHHMFY6;;EOS R8 Mirrorless Camera Body Only;0.5;matched;
CanEOSR1018150AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-150mm Lens) With Adapter - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
CanEOSR101845AdpPRT-AU;Canon EOS R10 Mirrorless Camera (18-45mm Lens) With Adapter - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
CanEOSR10Bod-AU;Canon EOS R10 Mirrorless Camera Body Only - Brand New;https://www.amazon.com.au/dp/B0B1ZB3F68;;EOS R10 Mirrorless Camera with RFS18-45STM Lens - AU Version;0.5;matched;
